t_beam,beam_radius,beam_height,t_box,box_length,rib_offset,fillet_center_offset,yield_strength_delta,thickness_tolerance
1.0021782298760713,395.27157587283756,135.75285913774468,0.9759008341868287,220.62407571295967,49.92875092916268,51.076246301743495,464.8869061902288,-0.0741744999658617
1.1143895654572733,458.59719540387186,144.3893860174873,0.9228555743404745,217.95969730963344,50.923906154285454,46.26816625339708,489.8462779397702,-0.006165844880996363
0.9862017286567757,500.15874450276635,121.18844104983324,1.0232543003410026,177.59525070236765,50.363739613777746,50.87046143725782,467.3093804023286,-0.015988839743156846
0.8861149879673426,407.6490366419021,140.6483357754002,1.1278693196165743,174.3332942912251,44.7020614710357,55.3368163786004,432.8543622195437,-0.04524096750223583
0.9070849878470092,409.7983828472577,123.23808957503059,0.8778532288197456,212.5141642031243,46.39420107691342,51.48676279383926,454.79175979408717,-0.009566476002112662
0.9346583538879712,433.1866744974599,132.05520083535995,0.9634959079385056,178.60082702281593,43.42487712496217,48.29516863362944,435.82232838454075,-0.040234272139220775
0.991983297636726,468.4942454393839,125.54569520353151,0.8632220543782763,172.1232293492075,48.94201191019563,51.3214714246764,471.24267651988333,0.08763698781752352
0.9425180056840788,387.09352044138893,119.43727059284171,0.9928029073361907,197.66946426739221,43.69789884769699,53.830478962967675,414.6676053272285,-0.09970861821227148
0.9313577370717052,450.12260566703503,143.3976690130133,1.0874486282509055,190.85574385758156,43.19294147099482,55.49441549031269,463.57191874924365,-0.03903091538123317
1.0150154638270743,470.17085716746874,134.5970955518472,1.147512064903866,227.91861971385353,50.54346056742597,56.10985982393087,446.19312126009436,0.09308393953169478
0.8804354564282526,420.38659928720347,146.36865854359095,0.8988181594585265,225.2225659519204,48.00021564551469,49.33365214150457,433.8492681351187,0.012440257777117922
1.0670657570347415,486.50403260571886,130.98927617803093,0.9111887165276902,218.09176380825983,51.58890298771988,47.010057380845076,469.00304490784583,0.024275930736075396
0.8737569357328694,418.3235832717273,151.270639161221,1.053829807809319,213.5369362726079,45.87692958793147,50.63737799551929,407.67703429812826,0.04828358311681197
0.8676035050196556,453.12844334504655,145.00942453819266,0.9379341401271752,195.8836415216626,43.774516080489455,53.32930470418539,440.53404373229233,0.08303329714362265
1.0066712900760448,506.09015254327323,133.7102949628547,1.0702700154579545,226.89665232222472,46.54161462358273,47.158819001713795,429.19114328638886,0.09084631514227517
1.0395226219439146,428.89107337837856,131.39060211929316,0.9402455341438153,189.95671470668998,46.733898589979916,47.814839462870914,408.8730758251049,0.047418105847253866
0.9255609379795112,488.0431108035118,137.07627249301243,0.905063762318911,176.70153915515453,45.91267763482661,49.769969269595315,443.94291691603513,0.09968547985133744
0.9960843125419802,481.6606074337812,122.06656326839496,1.1083371914383475,215.4478194772865,46.097962567283055,49.14786931307353,418.7146130850404,-0.0937190962447143
1.1350669027189992,493.2635517307727,137.91578215700136,1.0581468558236844,185.27619585739905,51.66628092079566,52.85621333676151,427.48072829002143,0.03062281707615072
1.0540304959110345,392.4469524275072,130.35977132019906,0.8687194112721756,209.8251975222665,44.0237652341303,47.3324836191173,415.933713761014,0.00900700598679298
1.0188357915427138,398.0327038011303,120.45123828070875,0.8579796289041104,223.1424577560143,48.5359258376738,48.875306316286604,486.1615396208111,0.037754396929799094
1.0325299845104423,457.57584961319486,139.40596286251554,0.9488593916356305,193.89327723170447,49.147467002919676,54.14343529750702,424.78846401120427,-0.027090596804901557
0.9761304057169591,491.60735092353343,142.19224288412636,1.0168749537056332,179.99296803929977,45.458539379496294,46.798151669926355,411.1159694825167,-0.07984969237249753
0.9695664084068207,405.45007337612174,147.87270982972316,0.956936639557152,211.53431992185858,44.33192406429664,50.43992030378974,406.6420178038329,-0.08558036683343187
0.9707588642132755,437.924789090775,148.42347923115628,1.1154044972935666,200.1016112478659,50.27153862226261,54.652993167312545,493.07341274357543,0.0005245828226107252
1.0441955801239153,510.7592564267431,145.60766884111146,1.1339575993736362,229.61837913458504,51.88751106625294,53.146087512911066,449.08655425101983,0.06084133707016051
1.1074435271468597,513.2373520410265,129.68775157091122,1.0791511794891184,224.61338475664488,47.61017049599338,51.77467956176615,424.8665655477763,0.04079633185356557
1.0271124370205484,426.203458026715,151.94067288516828,0.9840692736160517,198.90357108475112,47.21146808004903,50.21366240639249,422.31273339606076,-0.01730218246440282
0.91603583937274,388.4907856443938,146.7191815240724,1.0334642296214513,202.54696531295383,52.391331544534744,49.423482573589574,441.37952167733073,-0.03519678551886446
1.088066279651561,399.24907420658565,142.91714244010157,1.0638261522970924,183.89906226535476,46.92804928314301,54.03302681222972,494.26749395884923,-0.06000120276042769
1.0735337156419156,482.7999350369675,124.42717165575078,0.8517772853843992,208.61467629392644,44.92348896200862,54.69986672527678,452.8366083262008,0.06808124516596137
0.9581560935708858,402.7400721561584,135.94331701284202,0.880516973993961,181.4286235136375,47.44215304170936,52.48488001252338,476.4709363392458,-0.0550706090799339
0.948575891284843,425.44661808573005,132.87114960561578,0.9335575539196131,204.2285996441396,44.83772039523656,53.561557561634025,479.5446593635366,0.00750923735929572
1.1383973865402588,440.0530637901974,127.28552722820064,1.1026191926064173,194.50001594369184,49.520278101586314,47.99485668787998,457.97575346232594,0.020696171111318412
1.0808070371591538,501.8042409425167,121.20918038186878,1.0098966711317927,220.19477427197518,45.61279843850485,46.558377802067405,478.00938792265504,-0.08235352043771686
0.9572358491684699,507.4394665204783,150.82967341700362,1.040856294637576,186.96446000170016,49.611632738344845,46.40916221576136,446.5821172225527,0.019655950255755977
0.8938230732979546,516.6144478176356,134.33900858160987,0.9659512081001963,222.3646136589645,48.312660000161166,51.82348973589325,474.84126298677694,-0.022048694631350937
